reactionID	name	string	trehalose	pyruvate	glucose	gene	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
						fig|476272.21.peg.147	Pyridoxal phosphate-dependent aminotransferase	35.9502958935904	59.2901165803807	69.0280342699038	81.3106551328703	69.5294721925806	78.8543049812649	110.096768648765	116.840162346126	713.963317160481	1.370501	1.701231	2.3121	4.718504	3.606889	4.637286	2.42365	4.201448	30.5488	-0.516272248	0.400582494	1.866611406	0.027643125
						fig|476272.21.peg.2408	hypothetical protein	120.391688573884	73.4068110042809	86.2850428373797	373.224526563952	986.05433291296	501.501432058878	488.095674342859	403.629651741164	645.812273249708	5.226047	2.398911	3.293646	24.83797	58.588763	33.651536	12.313744	16.626089	31.706579	-2.757017229	1.11E-07	-0.396696393	0.563307102
						fig|476272.21.peg.3224	"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"	284.258153577227	279.510549593223	334.241008043745	876.028931095835	1665.15184824845	761.063519288875	844.0752263072	828.502969363442	885.963570840052	14.460901	10.708243	14.969809	68.964448	116.991013	60.022264	25.27138	40.337212	51.449049	-1.901994573	3.38E-05	-0.480567891	0.41584625

G3PAT120	glycerol-3-phosphate acyltransferase (C12:0)	Dodecanoyl-ACP (n-C12:0ACP) + Glycerol 3-phosphate --> 1-acyl-sn-glycerol 3-phosphate(2-) + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT140	glycerol-3-phosphate acyltransferase (C14:0)	Glycerol 3-phosphate + Myristoyl-ACP (n-C14:0ACP) --> 1-tetradecanoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT141	glycerol-3-phosphate acyltransferase (C14:1)	Glycerol 3-phosphate + cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) --> 1-tetradec-7-enoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT160	glycerol-3-phosphate acyltransferase (C16:0)	Glycerol 3-phosphate + Palmitoyl-ACP (n-C16:0ACP) --> 1-hexadecanoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT161	glycerol-3-phosphate acyltransferase (C16:1)	Glycerol 3-phosphate + cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) --> 1-hexadec-9-enoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT180	glycerol-3-phosphate acyltransferase (C18:0)	Glycerol 3-phosphate + Octadecanoyl-ACP (n-C18:0ACP) --> 1-octadecanoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PAT181	glycerol-3-phosphate acyltransferase (C18:1)	Glycerol 3-phosphate + cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) --> 1-octadec-11-enoyl-sn-glycerol 3-phosphate + acyl carrier protein	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATAI15	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase	fa4coa,Anteiso-C15:0 CoA   Anteisopentadecanoyl-CoA + Glycerol 3-phosphate + proton --> 1-anteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATAI17	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	fa12coa,Anteiso-C17:0 CoA   Anteisoheptadecanoyl-CoA + Glycerol 3-phosphate --> 1-anteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATI14	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase	Glycerol 3-phosphate + proton + fa1coa,Iso-C14:0 CoA   Isotetradecanoyl-CoA --> 1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATI15	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase	Glycerol 3-phosphate + proton + fa3coa,Iso-C15:0 CoA   Isopentadecanoyl-CoA --> 1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATI16	isohexadecanoyl-glycerol-3-phosphate O-acyltransferase	Glycerol 3-phosphate + proton + fa6coa,Iso-C16:0 CoA   Isohexadecanoyl-CoA --> 1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PATI17	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	Glycerol 3-phosphate + fa11coa, Iso-C17:0 CoA   Isoheptadecanoyl-CoA --> 1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17) + Coenzyme A	0.0	0.0	0.0
						fig|476272.21.peg.3274	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	8374.74683642082	6797.18836510793	10738.4006470141	3020.84886242755	2985.42171226893	3918.22262403119	4246.06537755405	3765.43977742744	1749.21012704318	428.060119	261.640151	483.240412	238.980585	210.783482	310.507852	127.772598	184.245432	102.177303	1.349341974	0.000834764	-0.109058735	0.878245322
						fig|476272.21.peg.3313	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	565.172093582957	363.504881415429	442.324377492673	544.752657709972	498.952973745621	373.960567562666	572.503196973579	281.478572924759	360.226946385516	49.700964	24.114268	34.451927	77.505989	63.329855	51.742182	31.362313	24.734099	38.126389	-0.071918229	0.897945426	-0.316980817	0.639310506

G3PCT	glycerol-3-phosphate cytidylyltransferase	CTP + Glycerol 3-phosphate + proton --> CDPglycerol + Diphosphate	0.0	0.0	0.0
						fig|476272.21.peg.2905	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	1547.53483021014	2588.2959226221	2732.05693531409	882.924534357987	951.28959681667	1029.88501354319	355.979551964341	701.040974076759	318.038204916942	290.666005	371.267277	465.779655	303.482004	291.766841	317.435536	48.427697	148.318955	83.434803	1.228744444	0.003604751	-1.166595145	0.036694524

G3PD1	Glycerol-3-Phosphate Dehydrogenase (NAD)	Glycerol 3-phosphate + Nicotinamide adenine dinucleotide <=> Dihydroxyacetone phosphate + proton + Nicotinamide adenine dinucleotide - reduced	0.0	0.0	0.0
						fig|476272.21.peg.3314	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	2543.2744211233	2659.58522946279	2884.64522159493	2918.56408070564	3468.57253324351	3577.41670742655	1567.04400710076	1821.64434930552	1002.79393182995	127.28394	100.234397	127.083908	225.780779	239.492416	277.470809	46.098226	87.168934	57.388769	-0.332913101	0.438348875	-1.279151223	0.009079872

G3PD2	glycerol-3-phosphate dehydrogenase (NADP)	Glycerol 3-phosphate + Nicotinamide adenine dinucleotide phosphate <=> Dihydroxyacetone phosphate + proton + Nicotinamide adenine dinucleotide phosphate - reduced	0.0	0.0	0.0
						fig|476272.21.peg.3314	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	2543.2744211233	2659.58522946279	2884.64522159493	2918.56408070564	3468.57253324351	3577.41670742655	1567.04400710076	1821.64434930552	1002.79393182995	127.28394	100.234397	127.083908	225.780779	239.492416	277.470809	46.098226	87.168934	57.388769	-0.332913101	0.438348875	-1.279151223	0.009079872

G5SADs	L-Glutamate 5-Semialdehyde Dehydratase (Spontaneous)	L-Glutamate 5-semialdehyde --> 1-Pyrroline-5-carboxylate + Water + proton	0.0	0.0	0.0

G5SDr	Glutamate-5-semialdehyde dehydrogenase, reversible	L-Glutamate 5-phosphate + proton + Nicotinamide adenine dinucleotide phosphate - reduced <=> L-Glutamate 5-semialdehyde + Nicotinamide adenine dinucleotide phosphate + hydrogenphosphate	0.0	0.0	0.0
						fig|476272.21.peg.3412	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	3298.2306348887	6654.60975142654	5919.15393864425	4999.88699866505	5626.35649412916	7571.80542149646	2466.16761773234	2713.8783163123	1346.79443918909	131.297317	199.403333	207.087376	303.971598	305.34713	465.252714	56.803897	102.099337	60.321947	-0.234164684	0.689970601	-1.572096925	0.002147839

G6PDA	Glucosamine-6-Phosphate Deaminase	D-Glucosamine 6-phosphate + Water --> D-Fructose 6-phosphate + Ammonium	1.0	1.0	1.0
						fig|476272.21.peg.2849	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	1399.5533796714	3723.27815430367	3078.10537027242	1731.9456860104	3363.88327113536	3194.19673283957	1743.19883693878	1678.249604608	889.208858645327	106.220716	213.042426	206.497735	209.597352	363.187772	379.592514	80.892454	125.48973	80.084128	-0.051009966	0.94528048	-1.036354845	0.069488369
						fig|476272.21.peg.149	hypothetical protein	0	0	0	0.861950407768943	0	0	0	15.9327494108354	38.943453663299	0	0	0	2.369845	0	0	0	28.906662	85.678147	-0.96512296	NA	5.792428875	0.036981596

G6PI	alpha-D-Glucose 6-phosphate ketol-isomerase	D-Glucose 6-phosphate <=> beta-D-glucose 6-phosphate	1.0	1.0	1.0
						fig|476272.21.peg.2435	Glucose-6-phosphate isomerase (EC 5.3.1.9)	1200.57267216735	1691.17999198324	1453.22177410324	2289.34028303431	3493.4609238579	2527.81811763805	3735.95034948143	3011.2896386479	2174.34282953419	43.797132	46.432398	46.56734	127.057072	173.078173	142.150282	78.510308	103.427324	88.817622	-0.963509959	0.020418913	0.00779588	0.99146403

G6PI3	beta-D-Glucose 6-phosphate ketol-isomerase	beta-D-glucose 6-phosphate <=> D-Fructose 6-phosphate	1.0	1.0	1.0
						fig|476272.21.peg.2435	Glucose-6-phosphate isomerase (EC 5.3.1.9)	1200.57267216735	1691.17999198324	1453.22177410324	2289.34028303431	3493.4609238579	2527.81811763805	3735.95034948143	3011.2896386479	2174.34282953419	43.797132	46.432398	46.56734	127.057072	173.078173	142.150282	78.510308	103.427324	88.817622	-0.963509959	0.020418913	0.00779588	0.99146403

GALK	Galactokinase	ATP + D-Galactose --> ADP + (2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate + proton	0.0	0.0	0.0
						fig|476272.21.peg.3600	Galactokinase (EC 2.7.1.6)	242.455483933517	377.621575839329	306.084836170494	353.112350382677	611.543312239288	506.280480845621	242.212891027284	106.21832940557	181.736117095395	10.36839	12.156967	11.509113	23.135828	35.785911	33.460775	6.022513	4.307162	8.781731	-0.6978034	0.154296321	-1.570297861	0.010047448

GALM1r	aldose 1-epimerase (glucose), reversible	beta D-glucose <=> D-glucose	1.0	0.0	0.0
						fig|476272.21.peg.42	Aldose 1-epimerase (EC 5.1.3.3)	369.535599650395	299.273921786684	346.956698567148	434.135688712958	692.924399010149	508.670005238993	502.775243496028	462.049732914227	743.170907407955	18.558753	11.318453	15.339015	33.708949	48.020597	39.604358	14.845773	22.191454	42.691832	-0.715419347	0.107789137	-0.060448289	0.931595979

GALS3	a-galactosidase (melibiose)	Water + Melibiose --> D-Galactose + D-glucose	0.0	0.0	0.0

GALT	Galactose-1-Phosphate Uridylyltransferase	(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate + proton + UTP <=> Diphosphate + UDP-D-galactose(2-)	0.018	0.0	0.0
						fig|476272.21.peg.3601	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	474.878327152543	469.38008959468	461.397913277778	891.256721633087	1485.00730665858	1182.5158841698	583.512873838456	371.764152919493	256.377736616718	15.410562	11.462019	13.144063	43.798077	65.137968	59.058249	10.843989	11.307372	9.262315	-1.369596161	0.000640036	-1.643036247	0.003739562

GALTpts	Galactitol transport via PEP:Pyr PTS	galactitol + Phosphoenolpyruvate --> Galactitol 1-phosphate + pyruvate	0.0	0.0	0.0
						fig|476272.21.peg.3723	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	3381.83597417612	3399.30001727516	4399.62892109755	2285.89248140324	1636.3129194413	3313.37426195898	774.347272829649	1115.29245875848	989.812780608849	99.437206	75.202177	113.507036	101.410106	64.820199	149.762206	12.980852	30.630944	32.259756	0.588614735	0.248966284	-1.444449611	0.003850852
						fig|476272.21.peg.2641	"Phosphotransferase system, phosphocarrier protein HPr"	264.192872148246	451.734221564805	430.516950578084	77.5755366992048	340.93144603521	75.2700183912074	282.581706198497	472.671565854784	184.98140490067	105.591732	143.382923	165.170172	65.553451	255.574853	52.598658	95.008898	251.697064	117.496404	1.197147246	0.106799216	0.826882874	0.356558436
						fig|476272.21.peg.3388	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	3359.26253256852	2960.97665541306	3159.84909506573	7442.36713747964	10109.4272352735	9460.12707335842	4231.38580840088	6351.85609845306	2576.75851738828	97.973217	64.973848	80.858171	327.410319	397.080857	424.089836	70.334192	172.991052	83.27214	-1.541265364	1.99E-05	-1.131996138	0.034939103
						fig|476272.21.peg.394	"PTS system, galactitol-specific IIA component (EC 2.7.1.200)"	0	5.64667776956007	0	8.90682088027907	20.5427986023533	6.86988263094354	22.0193537297531	69.0419141136202	172.000253679571	0	0.628447	0	2.274269	4.67812	1.625116	2.208046	10.859414	33.12918	-2.648842894	0.118643014	2.702507958	0.01549515
						fig|476272.21.peg.392	"PTS system, galactitol-specific IIC component"	45.9829366080808	26.1158846842153	8.17437247933071	85.3330903691253	161.577012083895	85.7241876122085	55.0483843243826	132.772911756962	506.264897622887	1.573799	0.672651	0.245666	4.431366	7.490942	4.518724	1.081752	4.267617	19.335418	-2.06712179	0.004366817	0.893133992	0.349930358
						fig|476272.21.peg.397	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	0	1.41166944239002	0	8.33218727509978	10.2713993011767	2.38952439337166	40.3688151712139	164.638410578633	1307.85098552579	0	0.029145	0	0.344214	0.378863	0.100724	0.656943	4.210862	39.692088	-3.797842286	0.066831322	5.984752058	7.63E-09

GALabc	D-galactose transport via ABC system	ATP + D-Galactose + Water --> ADP + D-Galactose + proton + hydrogenphosphate	0.0	0.0	0.0
						fig|476272.21.peg.48	"Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)"	11.7047475002387	11.2933555391201	2.72479082644357	77.5755366992048	10.6664531204527	31.0638171138316	44.0387074595061	100.907412935291	356.981658580241	0.376444	0.273311	0.076925	3.781946	0.463592	1.540863	0.810759	3.040734	12.764843	-2.225270099	0.027827874	1.913541451	0.074683148

GAPD	Glyceraldehyde-3-Phosphate Dehydrogenase	Glyceraldehyde 3-phosphate + Nicotinamide adenine dinucleotide + hydrogenphosphate <=> 3-Phospho-D-glyceroyl phosphate + proton + Nicotinamide adenine dinucleotide - reduced	1.0	1.0	1.0

GARFTi	phosphoribosylglycinamide formyltransferase, irreversible	10-Formyltetrahydrofolate + N1-(5-Phospho-D-ribosyl)glycinamide --> N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + proton + 5,6,7,8-Tetrahydrofolate	1.0	1.0	1.0
						fig|476272.21.peg.1893	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	316.028182506446	352.211525876309	405.085569531277	744.150518707187	869.908510045809	562.732994639027	495.435458919444	462.049732914227	373.208097606615	29.405901	24.729412	33.413686	112.748266	117.550377	82.571405	29.02894	43.22227	42.257948	-1.04515636	0.00996393	-0.812013228	0.131290949

GCALDD	Glycolaldehyde Dehydrogenase	glycolaldehyde + Water + Nicotinamide adenine dinucleotide --> glycolate + 2.0 proton + Nicotinamide adenine dinucleotide - reduced	0.025	0.024	0.031

GCALDt	Glycoaldehydye reversible transport	glycolaldehyde <=> glycolaldehyde	0.025	0.024	0.031

GCCa	glycine-cleavage complex	Glycine + proton + Lipoylprotein --> S-Aminomethyldihydrolipoylprotein + carbon dioxide	1.0	0.012	0.012
						fig|476272.21.peg.1567	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	0	7.76418193314509	2.72479082644357	7.18292006474119	24.0982829758376	41.8166768840041	47.7085997477983	84.9746635244556	1093.66199037765	0	0.19624	0.080353	0.365778	1.09558	2.16258	0.919163	2.678384	40.926651	-2.823521322	0.027084847	3.870601687	0.000347275
						fig|476272.21.peg.1566	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	16.7210678574839	5.64667776956007	19.9817993939195	7.18292006474119	13.0367760361089	17.0253613027731	40.3688151712139	308.033155276152	882.718283034777	0.624221	0.158656	0.655329	0.408334	0.661606	0.980078	0.869226	10.837131	36.965766	0.13856277	0.909158512	4.872203701	1.27E-07

GCCb	glycine cleavage complex	S-Aminomethyldihydrolipoylprotein + 5,6,7,8-Tetrahydrofolate --> Dihydrolipolprotein + 5,10-Methylenetetrahydrofolate + Ammonium	1.0	0.012	0.012
						fig|476272.21.peg.1564	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	0	0	0	2.87316802589648	15.407098951765	3.5842865900575	51.3784920360905	286.789489395038	655.548136665533	0	0	0	0.206316	0.987511	0.258744	1.401442	12.74021	34.745854	-5.622789738	0.011126163	5.350020352	3.91E-08
						fig|476272.21.peg.1565	Glycine cleavage system H protein	0	0	0	0	0	0	11.0096768648765	31.8654988216709	402.415687854089	0	0	0	0	0	0	1.051888	4.785076	74.092937	NA	NA	11.09139795	2.42E-09

GCCc	glycine-cleavage complex	Dihydrolipolprotein + Nicotinamide adenine dinucleotide --> proton + Lipoylprotein + Nicotinamide adenine dinucleotide - reduced	1.0	0.012	0.012
						fig|476272.21.peg.1786	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	8.36053392874196	1.41166944239002	3.63305443525809	29.5936306667337	42.6658124818108	48.3878689657762	66.0580611892592	180.571159989468	577.661229338935	0.295269	0.037521	0.112686	1.587822	2.043678	2.633095	1.341639	5.996377	22.805766	-3.218988241	0.000170381	2.606174082	0.002127378
