genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1581	RUMHYD_02150	140536	140973	+	438		Transamidase GatB domain protein	PLF_572511_00001953	PGF_10054809
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1582	RUMHYD_02151	141120	141896	+	777		FIG00647252: hypothetical protein	PLF_572511_00002360	PGF_00427140
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1583	RUMHYD_02153	142051	143124	+	1074		hypothetical protein	PLF_572511_00028202	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1584	RUMHYD_02154	143331	144611	-	1281		O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	PLF_572511_00024025	PGF_04792526
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	tRNA	fig|476272.21.rna.40	RUMHYD_02155	144909	144984	-	76		tRNA-Phe		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1585	RUMHYD_02156	145336	146574	+	1239	glyA	Serine hydroxymethyltransferase (EC 2.1.2.1)	PLF_572511_00000452	PGF_05622318
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1586	RUMHYD_02159	146825	147382	-	558		putative acetyltransferase	PLF_572511_00024653	PGF_01086447
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1587	RUMHYD_02158	147428	147607	+	180		hypothetical protein	PLF_572511_00032739	PGF_05839482
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1588	RUMHYD_02160	147657	149333	+	1677		Fe-S oxidoreductase	PLF_572511_00000054	PGF_00004169
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1589	RUMHYD_02161	149303	149935	+	633	nth	Endonuclease III (EC 4.2.99.18)	PLF_572511_00001133	PGF_08394843
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1590		149942	150058	+	117		hypothetical protein	PLF_572511_00031739	PGF_00942028
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1591	RUMHYD_02162	150069	151088	+	1020		hypothetical protein	PLF_572511_00016253	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1592	RUMHYD_02163	151247	151747	+	501		tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	PLF_572511_00000376	PGF_00413203
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1593	RUMHYD_02164	151777	153192	-	1416		Two-component system sensor histidine kinase	PLF_572511_00009850	PGF_02620852
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1594	RUMHYD_02165	153192	153890	-	699		Two-component transcriptional response regulator, OmpR family	PLF_572511_00000528	PGF_07420062
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1595	RUMHYD_02166	153904	156285	-	2382		Recombination inhibitory protein MutS2	PLF_572511_00000849	PGF_06776852
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.86		156465	156727	+	263		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1597	RUMHYD_02167	157121	158416	+	1296		hypothetical protein	PLF_572511_00024535	PGF_04347071
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1598	RUMHYD_02168	158721	159668	+	948		3'->5' exoribonuclease Bsu YhaM	PLF_572511_00000680	PGF_00416436
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1599	RUMHYD_02169	159672	161039	+	1368	rumA	RNA methyltransferase, TrmA family	PLF_572511_00001451	PGF_01469197
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1600	RUMHYD_02170	161297	161485	+	189		hypothetical protein	PLF_572511_00032524	PGF_05255472
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1601	RUMHYD_02171	161941	162453	+	513		Histone acetyltransferase HPA2 and related acetyltransferases	PLF_572511_00026976	PGF_10402854
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1602	RUMHYD_02172	162450	162635	+	186		hypothetical protein	PLF_572511_00030852	PGF_05637001
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1603	RUMHYD_02173	162622	162777	+	156		hypothetical protein	PLF_572511_00026415	PGF_06005493
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1604	RUMHYD_02174	162962	163882	+	921		Transcriptional regulator, YafY family	PLF_572511_00001962	PGF_08548202
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1605	RUMHYD_02175	163909	164253	+	345		hypothetical protein	PLF_572511_00032652	PGF_04793383
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1606	RUMHYD_02176	164243	164875	+	633		hypothetical protein	PLF_572511_00009222	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1607	RUMHYD_02177	165157	165294	+	138		hypothetical protein	PLF_572511_00034251	PGF_06153195
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1608	RUMHYD_02178	165310	165438	+	129		hypothetical protein	PLF_572511_00027400	PGF_04395736
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1609	RUMHYD_02179	165428	165856	+	429		hypothetical protein	PLF_572511_00031064	PGF_01576121
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1610	RUMHYD_02180	165859	166002	+	144		hypothetical protein	PLF_572511_00024394	PGF_05262290
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1611	RUMHYD_02181	166182	166370	+	189		hypothetical protein	PLF_572511_00032313	PGF_05428297
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1612	RUMHYD_02182	166473	166754	+	282		hypothetical protein	PLF_572511_00029319	PGF_04130879
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1613	RUMHYD_02183	166812	167009	+	198		hypothetical protein	PLF_572511_00027378	PGF_05321012
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1614	RUMHYD_02184	167067	167441	-	375		hypothetical protein	PLF_572511_00036081	PGF_06642227
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1615		167731	167844	-	114		hypothetical protein	PLF_572511_00030316	PGF_04997788
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1616	RUMHYD_02185	167867	168613	+	747	baiA	Oxidoreductase, short-chain dehydrogenase/reductase family	PLF_572511_00001286	PGF_10532194
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1617	RUMHYD_02186	168995	169168	-	174		hypothetical protein	PLF_572511_00019158	PGF_00937318
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1618	RUMHYD_02187	169283	169822	-	540		hypothetical protein	PLF_572511_00002138	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1619	RUMHYD_02188	170131	170463	+	333	trxA	Thioredoxin	PLF_572511_00001950	PGF_10345259
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1620	RUMHYD_02189	170450	170770	+	321		hypothetical protein	PLF_572511_00019603	PGF_00937690
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1621	RUMHYD_02190	170772	172463	+	1692		Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)	PLF_572511_00001450	PGF_00045777
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1622	RUMHYD_02191	172521	172730	+	210		hypothetical protein	PLF_572511_00010849	PGF_06824812
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1623	RUMHYD_02192	172727	173302	+	576		hypothetical protein	PLF_572511_00001096	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1624	RUMHYD_02193	173386	174045	-	660		Transcriptional regulator, Crp/Fnr family	PLF_572511_00001961	PGF_10276960
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1625	RUMHYD_02194	174321	175304	+	984		hypothetical protein	PLF_572511_00060275	PGF_03096395
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1626	RUMHYD_02195	175703	175831	+	129		hypothetical protein	PLF_572511_00036712	PGF_04207241
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.87		175970	176154	+	185		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1627	RUMHYD_02196	176155	177152	+	998		hypothetical protein	PLF_572511_00038896	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1628	RUMHYD_02197	177241	178125	+	885		hypothetical protein	PLF_572511_00059742	PGF_03238256
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1629	RUMHYD_02198	178150	178980	+	831		hypothetical protein	PLF_572511_00035745	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1630	RUMHYD_02199	178999	180474	+	1476		Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	PLF_572511_00051235	PGF_08147841
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1631	RUMHYD_02200	180505	181473	+	969		Fructokinase (EC 2.7.1.4)	PLF_572511_00014901	PGF_07085092
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1632	RUMHYD_02201	181504	182859	+	1356		hypothetical protein	PLF_572511_00017442	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1633	RUMHYD_02202	182996	183730	-	735		Metal-dependent hydrolase	PLF_572511_00027579	PGF_09583846
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1634	RUMHYD_02203	183780	184976	-	1197		hypothetical protein	PLF_572511_00030541	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.88		185016	185035	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1635	RUMHYD_02204	185088	185951	-	864	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	PLF_572511_00028725	PGF_00419915
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1636	RUMHYD_02205	186157	186285	+	129		hypothetical protein	PLF_572511_00034181	PGF_04637900
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1637	RUMHYD_02206	186317	187219	+	903		Transcriptional regulator, LysR family	PLF_572511_00035901	PGF_00709655
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1638	RUMHYD_02207	187642	187956	-	315		hypothetical protein	PLF_572511_00031674	PGF_04836704
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1639	RUMHYD_02208	188120	188497	+	378		Transcriptional regulator, GntR family	PLF_572511_00000536	PGF_06916656
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1640	RUMHYD_02209	188499	189365	+	867		ABC transporter, ATP-binding protein	PLF_572511_00060322	PGF_10425579
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1641	RUMHYD_02210	189362	190021	+	660		hypothetical protein	PLF_572511_00032349	PGF_04653429
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1642	RUMHYD_02211	190075	190710	+	636		Acetyltransferase	PLF_572511_00007908	PGF_10420503
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1643	RUMHYD_02212	190821	191477	-	657		Transcriptional regulator	PLF_572511_00044014	PGF_10496630
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.89		191594	191799	+	206		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1645	RUMHYD_02213	191859	191993	+	135		hypothetical protein	PLF_572511_00035267	PGF_04566537
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1646	RUMHYD_02214	192164	192670	+	507		Flavodoxin	PLF_572511_00003541	PGF_08946513
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1647	RUMHYD_02215	192683	193432	+	750		4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	PLF_572511_00000040	PGF_05406020
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1648	RUMHYD_02216	193540	194100	+	561		putative flavoredoxin	PLF_572511_00029400	PGF_00407116
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1649	RUMHYD_02217	194163	195545	-	1383		Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	PLF_572511_00023595	PGF_08913741
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1650	RUMHYD_02218	195862	198672	-	2811		Serine/threonine kinase	PLF_572511_00035406	PGF_00693744
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	repeat_region	fig|476272.21.repeat.9		198739	198862	+	124		repeat region		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1651		198806	198922	+	117		hypothetical protein	PLF_572511_00030598	PGF_04204779
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1652	RUMHYD_02219	199038	199670	-	633		hypothetical protein	PLF_572511_00025739	PGF_06752953
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1653	RUMHYD_02220	199876	200649	+	774		hypothetical protein	PLF_572511_00006273	PGF_06029778
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1654	RUMHYD_02221	200671	201126	+	456		hypothetical protein	PLF_572511_00034879	PGF_06714385
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1655	RUMHYD_02222	201207	201869	+	663		hypothetical protein	PLF_572511_00004665	PGF_10437686
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1656	RUMHYD_02223	201866	202876	+	1011		ABC transporter-like sensor linked histidine kinase	PLF_572511_00035739	PGF_10458023
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1657	RUMHYD_02224	202960	203727	+	768		ABC transporter-like sensor ATP-binding protein	PLF_572511_00033014	PGF_00998115
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1658	RUMHYD_02225	203717	205765	+	2049		hypothetical protein	PLF_572511_00034318	PGF_05057136
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1659	RUMHYD_02226	205862	206881	-	1020		Transcriptional regulator, LacI family	PLF_572511_00051279	PGF_09774558
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1660		206964	207107	+	144		hypothetical protein	PLF_572511_00030280	PGF_06711325
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1661	RUMHYD_02227	207172	208410	+	1239		Maltodextrin ABC transporter, substrate-binding protein MdxE	PLF_572511_00005384	PGF_00019157
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1662	RUMHYD_02228	208424	209803	+	1380		Maltodextrin ABC transporter, permease protein MdxF	PLF_572511_00005377	PGF_00794375
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1663	RUMHYD_02229	209806	210678	+	873		Maltodextrin ABC transporter, permease protein MdxG	PLF_572511_00005380	PGF_10466077
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1664	RUMHYD_02230	210722	212366	+	1645	pulA	Pullulanase (EC 3.2.1.41)	PLF_572511_00026568	PGF_02875184
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.90		212367	212582	+	216		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1665	RUMHYD_02231	212583	212923	+	341		hypothetical protein	PLF_572511_00036040	PGF_04292038
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1666	RUMHYD_02232	212920	214860	+	1941		Putative glycogen debranching enzyme, archaeal type, TIGR01561	PLF_572511_00005617	PGF_01107591
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1667	RUMHYD_02233	214883	217144	+	2262	glgP	Glycogen phosphorylase (EC 2.4.1.1)	PLF_572511_00005260	PGF_00008874
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1668	RUMHYD_02234	217166	218620	+	1455	malQ	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	PLF_572511_00002204	PGF_03060077
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1669	RUMHYD_02235	218633	218836	+	204		Neopullulanase (EC 3.2.1.135)	PLF_572511_00002607	PGF_02633300
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.91		218837	218856	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1670	RUMHYD_02236	218857	220410	+	1554	nplT	Neopullulanase (EC 3.2.1.135)	PLF_572511_00002607	PGF_02633300
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1671	RUMHYD_02237	220432	222060	+	1629		Oligo-1,6-glucosidase (EC 3.2.1.10)	PLF_572511_00014314	PGF_01189288
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1672	RUMHYD_02238	222068	222928	-	861		Transcriptional regulator STM2281, LysR family	PLF_572511_00008257	PGF_00017827
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1673	RUMHYD_02239	223055	223855	+	801	proB	Glutamate 5-kinase (EC 2.7.2.11)	PLF_572511_00005253	PGF_00008059
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1674	RUMHYD_02240	223931	224929	-	999		L-asparaginase I, cytoplasmic (EC 3.5.1.1)	PLF_572511_00036216	PGF_00016047
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1675		225019	225273	+	255		hypothetical protein	PLF_572511_00034057	PGF_05291043
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1676	RUMHYD_02242	225270	225401	+	132		hypothetical protein	PLF_572511_00034513	PGF_06686795
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1677		225599	226330	+	732		Ribose operon repressor		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.92		226150	226280	+	131		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1678	RUMHYD_02244	226327	226764	+	438		hypothetical protein	PLF_572511_00028629	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1679	RUMHYD_02245	227327	228105	+	779		hypothetical protein	PLF_572511_00028629	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	gap	fig|476272.21.gap.93		228106	228350	+	245		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1680	RUMHYD_02246	228351	228576	+	226		hypothetical protein	PLF_572511_00050629	PGF_06215186
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1681	RUMHYD_02247	228607	230007	+	1401		Unknown pentose isomerase TM0951	PLF_572511_00001224	PGF_00066038
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1682	RUMHYD_02248	230010	230843	+	834		Transketolase, N-terminal section (EC 2.2.1.1)	PLF_572511_00001219	PGF_03267589
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1683	RUMHYD_02249	230836	231765	+	930		Transketolase, C-terminal section (EC 2.2.1.1)	PLF_572511_00001218	PGF_00060399
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1684	RUMHYD_02250	231869	232915	+	1047		ABC transporter, substrate-binding protein KPN_00600	PLF_572511_00014778	PGF_10384209
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1685	RUMHYD_02251	233067	233720	+	654		hypothetical protein	PLF_572511_00025240	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1686	RUMHYD_02252	233754	235313	+	1560		ABC transporter, ATP-binding protein KPN_00598	PLF_572511_00051119	PGF_00447744
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1687	RUMHYD_02253	235316	236368	+	1053		ABC transporter, permease protein KPN_00597	PLF_572511_00050638	PGF_10402082
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1688	RUMHYD_02254	236380	236775	+	396		hypothetical protein	PLF_572511_00028745	PGF_01986058
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1689	RUMHYD_02255	236824	237708	+	885		Ribokinase (EC 2.7.1.15)	PLF_572511_00002701	PGF_02382389
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1690	RUMHYD_02256	237754	239235	+	1482		Glycerol kinase (EC 2.7.1.30)	PLF_572511_00044074	PGF_00008537
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1691	RUMHYD_02257	239439	240737	+	1299		Uncharacterized MFS-type transporter	PLF_572511_00034009	PGF_00752743
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1692	RUMHYD_02258	240821	242770	-	1950		hypothetical protein	PLF_572511_00026117	PGF_01993216
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1693	RUMHYD_02259	242971	243612	+	642		hypothetical protein	PLF_572511_00011214	PGF_00374066
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1694	RUMHYD_02260	243702	244847	+	1146		Alcohol dehydrogenase (EC 1.1.1.1)	PLF_572511_00023343	PGF_03572345
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1695	RUMHYD_02261	244892	246865	+	1974		hypothetical protein	PLF_572511_00010429	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1696	RUMHYD_02262	246894	247943	+	1050	pdxB	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	PLF_572511_00043033	PGF_00012987
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1697	RUMHYD_02263	248026	249207	+	1182		hypothetical protein	PLF_572511_00025007	PGF_00333086
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1698	RUMHYD_02264	249305	249445	+	141		hypothetical protein	PLF_572511_00034340	PGF_05121706
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1699	RUMHYD_02265	249922	250968	-	1047		hypothetical protein	PLF_572511_00024695	PGF_08306172
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1700	RUMHYD_02266	251191	252753	+	1563		Xylulose kinase (EC 2.7.1.17)	PLF_572511_00014274	PGF_07639199
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1701	RUMHYD_02267	252960	255305	-	2346		ABC transporter-coupled two-component system, fused permease protein	PLF_572511_00004482	PGF_06434787
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1702	RUMHYD_02268	255289	255984	-	696		ABC transporter-coupled two-component system, ATP-binding protein	PLF_572511_00050914	PGF_03247871
476272.21	Blautia hydrogenotrophica DSM 10507	GG657685	PATRIC	CDS	fig|476272.21.peg.1703	RUMHYD_02269	256063	257289	-	1227		ABC transporter-coupled two-component system, signal transduction histidine kinase	PLF_572511_00003882	PGF_00027629
